Quantity,Material Type,Grade/Finish,Length & Width (in),Gauge,Thickness (in),Cost Per lb (USD),Width (in),Length (in),Density (lb/in^3),Volume (in^3),Weight per Sheet (lb),Total Weight (lb),Total Cost
33,Cold Rolled Steel,A1008,60x120,11,0.1196,0.75,60.0,120.0,0.284,861.12,244.55808,8070.4166399999995,6052.81248
30,Aluminized Steel,Type 1,48x72,14,0.0747,1.21,48.0,72.0,0.284,258.1632,73.3183488,2199.550464,2661.4560614399998
15,Brass,C260,36x120,28,0.0149,5.12,36.0,120.0,0.307,64.368,19.760976,296.41463999999996,1517.6429567999999
14,Copper,C122,36x96,14,0.0747,4.66,36.0,96.0,0.321,258.1632,82.87038720000001,1160.1854208000002,5406.464060928001
48,Copper,C110,36x72,29,0.0135,5.64,36.0,72.0,0.321,34.992,11.232432,539.1567359999999,3040.8439910399993
17,Brass,C260,72x144,17,0.056,4.38,72.0,144.0,0.307,580.6080000000001,178.24665600000003,3030.1931520000007,13272.246005760004
41,Aluminum,6061-T6,60x144,21,0.0329,2.72,60.0,144.0,0.098,284.256,27.857087999999997,1142.140608,3106.62245376
7,Brass,C260,36x96,25,0.0209,3.88,36.0,96.0,0.307,72.23039999999999,22.174732799999997,155.2231296,602.265742848
16,Aluminum,5052-H32,48x144,10,0.1345,1.87,48.0,144.0,0.098,929.6640000000001,91.10707200000002,1457.7131520000003,2725.9235942400005
19,Copper,C122,48x96,26,0.0179,5.16,48.0,96.0,0.321,82.4832,26.4771072,503.0650368,2595.815589888
27,Aluminized Steel,Type 2,48x96,26,0.0179,0.92,48.0,96.0,0.284,82.4832,23.425228799999996,632.4811775999999,581.882683392
34,Brass,C360,48x120,25,0.0209,4.06,48.0,120.0,0.307,120.38399999999999,36.957888,1256.568192,5101.666859519999
28,Cold Rolled Steel,A1008,48x144,12,0.1046,0.59,48.0,144.0,0.284,722.9952,205.33063679999998,5749.2578304,3392.062119936
17,Hot Rolled Steel,A1011,48x120,18,0.0478,0.75,48.0,120.0,0.284,275.32800000000003,78.193152,1329.283584,996.9626880000001
6,Stainless Steel,316L,48x144,11,0.1196,3.93,48.0,144.0,0.289,826.6752,238.90913279999998,1433.4547968,5633.477351424
42,Copper,C122,36x72,21,0.0329,5.98,36.0,72.0,0.321,85.2768,27.373852799999998,1149.7018176,6875.216869248
17,Cold Rolled Steel,A366,72x144,22,0.0299,0.85,72.0,144.0,0.284,310.0032,88.0409088,1496.6954495999998,1272.1911321599998
23,Aluminum,3003-H14,48x96,23,0.0269,2.74,48.0,96.0,0.098,123.9552,12.147609600000001,279.3950208,765.542356992
31,Aluminum,5052-H32,60x120,17,0.056,1.95,60.0,120.0,0.098,403.2,39.513600000000004,1224.9216000000001,2388.5971200000004
31,Aluminized Steel,Type 1,36x120,22,0.0299,1.07,36.0,120.0,0.284,129.168,36.683712,1137.195072,1216.7987270400001
11,Galvanized Steel,G90,60x120,11,0.1196,0.72,60.0,120.0,0.284,861.12,244.55808,2690.13888,1936.8999936
29,Aluminized Steel,Type 1,48x144,21,0.0329,1.17,48.0,144.0,0.284,227.4048,64.5829632,1872.9059327999998,2191.299941376
10,Aluminized Steel,Type 1,60x120,26,0.0179,1.16,60.0,120.0,0.284,128.88,36.60191999999999,366.01919999999996,424.58227199999993
18,Galvanized Steel,G60,60x144,10,0.1345,0.8,60.0,144.0,0.284,1162.0800000000002,330.03072000000003,5940.552960000001,4752.442368000001
20,Aluminized Steel,Type 1,60x120,27,0.0164,1.11,60.0,120.0,0.284,118.08000000000001,33.53472,670.6944,744.470784
47,Galvanized Steel,G90,48x120,27,0.0164,0.91,48.0,120.0,0.284,94.46400000000001,26.827776,1260.905472,1147.4239795199999
43,Galvanized Steel,G90,60x144,19,0.0418,1.0,60.0,144.0,0.284,361.152,102.56716799999998,4410.388223999999,4410.388223999999
11,Hot Rolled Steel,A1011,36x120,23,0.0269,0.58,36.0,120.0,0.284,116.208,33.003071999999996,363.03379199999995,210.55959935999996
43,Copper,C122,24x48,12,0.1046,5.02,24.0,48.0,0.321,120.4992,38.6802432,1663.2504576,8349.517297151999
35,Copper,C122,48x120,19,0.0418,4.73,48.0,120.0,0.321,240.76799999999997,77.28652799999999,2705.0284799999995,12794.7847104
50,Stainless Steel,304 #4 Finish,36x96,11,0.1196,2.91,36.0,96.0,0.289,413.3376,119.45456639999999,5972.728319999999,17380.639411199998
12,Aluminum,6061-T6,48x96,22,0.0299,2.26,48.0,96.0,0.098,137.7792,13.5023616,162.0283392,366.18404659199996
48,Aluminized Steel,Type 1,60x144,20,0.0359,1.14,60.0,144.0,0.284,310.176,88.08998399999999,4228.319232,4820.28392448
8,Hot Rolled Steel,A36,72x144,19,0.0418,0.84,72.0,144.0,0.284,433.38239999999996,123.08060159999998,984.6448127999998,827.1016427519999
44,Stainless Steel,304 #4 Finish,48x72,26,0.0179,2.87,48.0,72.0,0.289,61.862399999999994,17.878233599999998,786.6422783999999,2257.6633390079996
43,Brass,C260,36x72,25,0.0209,4.14,36.0,72.0,0.307,54.172799999999995,16.631049599999997,715.1351327999998,2960.659449791999
50,Galvanized Steel,G60,48x120,19,0.0418,0.87,48.0,120.0,0.284,240.76799999999997,68.37811199999999,3418.905599999999,2974.4478719999993
17,Copper,C122,48x96,18,0.0478,5.98,48.0,96.0,0.321,220.2624,70.7042304,1201.9719168,7187.792062464
39,Galvanized Steel,G60,24x48,23,0.0269,0.73,24.0,48.0,0.284,30.9888,8.8008192,343.2319488,250.559322624
23,Brass,C360,60x144,24,0.0239,3.8,60.0,144.0,0.307,206.496,63.394272,1458.068256,5540.6593728
46,Aluminum,6061-T6,36x120,11,0.1196,2.17,36.0,120.0,0.098,516.672,50.633856,2329.157376,5054.27150592
33,Aluminized Steel,Type 2,36x72,27,0.0164,0.86,36.0,72.0,0.284,42.5088,12.0724992,398.39247359999996,342.61752729599993
50,Brass,C260,36x72,29,0.0135,3.76,36.0,72.0,0.307,34.992,10.742543999999999,537.1271999999999,2019.5982719999995
38,Copper,C110,60x144,19,0.0418,5.43,60.0,144.0,0.321,361.152,115.92979199999999,4405.332096,23920.95328128
38,Aluminum,5052-H32,48x96,17,0.056,2.7,48.0,96.0,0.098,258.048,25.288704000000003,960.9707520000001,2594.6210304000006
35,Aluminized Steel,Type 1,48x144,16,0.0595,0.86,48.0,144.0,0.284,411.264,116.798976,4087.96416,3515.6491776
30,Brass,C260,48x120,10,0.1345,3.87,48.0,120.0,0.307,774.72,237.83904,7135.171200000001,27613.112544000003
14,Aluminum,6061-T6,48x72,27,0.0164,2.5,48.0,72.0,0.098,56.6784,5.554483200000001,77.76276480000001,194.40691200000003
11,Galvanized Steel,G90,48x120,27,0.0164,0.77,48.0,120.0,0.284,94.46400000000001,26.827776,295.10553600000003,227.23126272000002
49,Aluminum,3003-H14,36x96,10,0.1345,2.22,36.0,96.0,0.098,464.83200000000005,45.55353600000001,2232.1232640000003,4955.3136460800015
47,Brass,C260,48x120,18,0.0478,4.37,48.0,120.0,0.307,275.32800000000003,84.52569600000001,3972.7077120000004,17360.732701440003
18,Galvanized Steel,G90,36x120,23,0.0269,0.93,36.0,120.0,0.284,116.208,33.003071999999996,594.0552959999999,552.47142528
27,Cold Rolled Steel,A1008,48x144,29,0.0135,0.57,48.0,144.0,0.284,93.312,26.500607999999996,715.5164159999999,407.8443571199999
14,Hot Rolled Steel,A1011,36x120,14,0.0747,0.72,36.0,120.0,0.284,322.704,91.64793599999999,1283.0711039999999,923.8111948799999
41,Hot Rolled Steel,A1011,48x144,29,0.0135,0.84,48.0,144.0,0.284,93.312,26.500607999999996,1086.5249279999998,912.6809395199998
14,Galvanized Steel,G60,36x72,27,0.0164,0.91,36.0,72.0,0.284,42.5088,12.0724992,169.0149888,153.803639808
33,Galvanized Steel,G90,36x120,29,0.0135,0.96,36.0,120.0,0.284,58.32,16.56288,546.57504,524.7120384
4,Galvanized Steel,G60,60x144,11,0.1196,0.83,60.0,144.0,0.284,1033.344,293.469696,1173.878784,974.31939072
40,Aluminum,3003-H14,24x48,27,0.0164,1.97,24.0,48.0,0.098,18.8928,1.8514944000000002,74.05977600000001,145.89775872
11,Aluminized Steel,Type 2,48x120,10,0.1345,1.1,48.0,120.0,0.284,774.72,220.02048,2420.22528,2662.2478080000005
20,Brass,C260,36x120,10,0.1345,4.41,36.0,120.0,0.307,581.0400000000001,178.37928000000002,3567.5856000000003,15733.052496000002
2,Cold Rolled Steel,A1008,60x120,29,0.0135,0.49,60.0,120.0,0.284,97.2,27.604799999999997,55.209599999999995,27.052704
14,Aluminized Steel,Type 1,24x48,22,0.0299,1.1,24.0,48.0,0.284,34.4448,9.782323199999999,136.9525248,150.64777728
5,Aluminized Steel,Type 1,36x96,23,0.0269,1.08,36.0,96.0,0.284,92.96640000000001,26.402457599999998,132.01228799999998,142.57327103999998
3,Stainless Steel,304 2B,36x96,10,0.1345,2.92,36.0,96.0,0.289,464.83200000000005,134.33644800000002,403.00934400000006,1176.7872844800002
5,Aluminum,5052-H32,60x120,28,0.0149,2.41,60.0,120.0,0.098,107.28,10.513440000000001,52.56720000000001,126.68695200000002
45,Hot Rolled Steel,A1011,60x120,11,0.1196,0.73,60.0,120.0,0.284,861.12,244.55808,11005.113599999999,8033.7329279999985
38,Hot Rolled Steel,A36,72x144,10,0.1345,0.58,72.0,144.0,0.284,1394.496,396.036864,15049.400832,8728.652482559999
11,Hot Rolled Steel,A36,72x144,17,0.056,0.84,72.0,144.0,0.284,580.6080000000001,164.892672,1813.819392,1523.60828928
3,Cold Rolled Steel,A1008,36x96,10,0.1345,0.5,36.0,96.0,0.284,464.83200000000005,132.012288,396.03686400000004,198.01843200000002
5,Cold Rolled Steel,A1008,36x120,11,0.1196,0.82,36.0,120.0,0.284,516.672,146.734848,733.67424,601.6128768
6,Galvanized Steel,G60,60x120,10,0.1345,0.81,60.0,120.0,0.284,968.4000000000001,275.0256,1650.1536,1336.624416
39,Galvanized Steel,G60,48x120,14,0.0747,0.97,48.0,120.0,0.284,430.272,122.19724799999999,4765.692671999999,4622.721891839999
44,Brass,C360,60x120,21,0.0329,4.94,60.0,120.0,0.307,236.88,72.72216,3199.77504,15806.888697600001
42,Cold Rolled Steel,A1008,36x120,28,0.0149,0.76,36.0,120.0,0.284,64.368,18.280511999999998,767.7815039999999,583.51394304
47,Brass,C260,60x120,10,0.1345,4.87,60.0,120.0,0.307,968.4000000000001,297.2988,13973.0436,68048.722332
47,Galvanized Steel,G60,48x120,21,0.0329,0.76,48.0,120.0,0.284,189.504,53.81913599999999,2529.4993919999997,1922.4195379199998
37,Aluminum,3003-H14,60x120,17,0.056,2.9,60.0,120.0,0.098,403.2,39.513600000000004,1462.0032,4239.80928
2,Aluminum,3003-H14,48x72,17,0.056,2.06,48.0,72.0,0.098,193.536,18.966528,37.933056,78.14209536
38,Copper,C122,36x120,14,0.0747,5.98,36.0,120.0,0.321,322.704,103.587984,3936.343392,23539.333484160004
37,Hot Rolled Steel,A36,60x144,23,0.0269,0.64,60.0,144.0,0.284,232.416,66.00614399999999,2442.2273279999995,1563.0254899199997
10,Hot Rolled Steel,A36,36x96,18,0.0478,0.68,36.0,96.0,0.284,165.1968,46.9158912,469.158912,319.02806016
11,Galvanized Steel,G60,36x72,17,0.056,1.03,36.0,72.0,0.284,145.15200000000002,41.223168,453.454848,467.05849344000006
8,Aluminized Steel,Type 1,60x144,19,0.0418,0.88,60.0,144.0,0.284,361.152,102.56716799999998,820.5373439999998,722.0728627199999
50,Copper,C122,60x120,20,0.0359,5.54,60.0,120.0,0.321,258.48,82.97208,4148.604,22983.266160000003
12,Aluminum,3003-H14,36x120,26,0.0179,2.03,36.0,120.0,0.098,77.328,7.578144000000001,90.937728,184.60358784
7,Stainless Steel,304 2B,48x96,27,0.0164,3.34,48.0,96.0,0.289,75.5712,21.8400768,152.8805376,510.62099558399996
9,Aluminized Steel,Type 1,72x144,12,0.1046,1.05,72.0,144.0,0.284,1084.4928,307.99595519999997,2771.9635968,2910.56177664
37,Aluminum,5052-H32,48x120,16,0.0595,2.39,48.0,120.0,0.098,342.71999999999997,33.58656,1242.70272,2970.0595008
32,Aluminized Steel,Type 1,24x48,12,0.1046,1.13,24.0,48.0,0.284,120.4992,34.2217728,1095.0967296,1237.4593044479998
45,Aluminized Steel,Type 2,36x96,18,0.0478,1.18,36.0,96.0,0.284,165.1968,46.9158912,2111.215104,2491.23382272
10,Copper,C110,36x120,27,0.0164,4.95,36.0,120.0,0.321,70.848,22.742208,227.42208000000002,1125.7392960000002
18,Hot Rolled Steel,A1011,36x96,22,0.0299,0.58,36.0,96.0,0.284,103.3344,29.346969599999998,528.2454528,306.38236262399994
25,Hot Rolled Steel,A36,24x48,21,0.0329,0.9,24.0,48.0,0.284,37.9008,10.763827199999998,269.09567999999996,242.18611199999998
28,Brass,C260,60x120,29,0.0135,4.66,60.0,120.0,0.307,97.2,29.8404,835.5312,3893.575392
11,Brass,C260,60x144,16,0.0595,4.03,60.0,144.0,0.307,514.0799999999999,157.82255999999998,1736.0481599999998,6996.274084799999
1,Cold Rolled Steel,A1008,72x144,20,0.0359,0.7,72.0,144.0,0.284,372.2112,105.7079808,105.7079808,73.99558655999999
50,Cold Rolled Steel,A1008,24x48,11,0.1196,0.53,24.0,48.0,0.284,137.7792,39.129292799999995,1956.4646399999997,1036.9262591999998
44,Hot Rolled Steel,A1011,24x48,14,0.0747,0.66,24.0,48.0,0.284,86.0544,24.4394496,1075.3357824,709.721616384
15,Brass,C260,60x144,27,0.0164,4.86,60.0,144.0,0.307,141.696,43.500672,652.51008,3171.1989888000003
1,Aluminized Steel,Type 2,24x48,19,0.0418,1.05,24.0,48.0,0.284,48.1536,13.675622399999998,13.675622399999998,14.359403519999999
31,Aluminized Steel,Type 1,48x144,26,0.0179,1.17,48.0,144.0,0.284,123.72479999999999,35.13784319999999,1089.2731391999998,1274.4495728639997
39,Hot Rolled Steel,A36,36x72,29,0.0135,0.6,36.0,72.0,0.284,34.992,9.937727999999998,387.57139199999995,232.54283519999996
6,Aluminum,6061-T6,48x120,18,0.0478,2.89,48.0,120.0,0.098,275.32800000000003,26.982144000000005,161.89286400000003,467.8703769600001
15,Brass,C360,48x72,19,0.0418,4.08,48.0,72.0,0.307,144.46079999999998,44.349465599999995,665.2419839999999,2714.1872947199995
17,Aluminum,6061-T6,60x120,22,0.0299,1.83,60.0,120.0,0.098,215.28,21.097440000000002,358.65648000000004,656.3413584000001
38,Aluminized Steel,Type 1,24x48,18,0.0478,0.9,24.0,48.0,0.284,55.0656,15.6386304,594.2679552,534.84115968
38,Hot Rolled Steel,A36,48x72,23,0.0269,0.95,48.0,72.0,0.284,92.96640000000001,26.402457599999998,1003.2933887999999,953.1287193599999
32,Copper,C122,72x144,20,0.0359,5.83,72.0,144.0,0.321,372.2112,119.47979520000001,3823.3534464000004,22290.150592512004
2,Copper,C110,48x96,11,0.1196,5.88,48.0,96.0,0.321,551.1168,176.9084928,353.8169856,2080.443875328
30,Cold Rolled Steel,A1008,24x48,28,0.0149,0.49,24.0,48.0,0.284,17.1648,4.8748032,146.24409599999998,71.65960704
45,Copper,C110,48x120,17,0.056,5.97,48.0,120.0,0.321,322.56,103.54176,4659.379199999999,27816.493823999994
15,Brass,C360,48x72,21,0.0329,5.01,48.0,72.0,0.307,113.7024,34.9066368,523.599552,2623.23375552
2,Hot Rolled Steel,A1011,48x120,16,0.0595,0.91,48.0,120.0,0.284,342.71999999999997,97.33247999999999,194.66495999999998,177.14511359999997
11,Aluminum,6061-T6,24x48,12,0.1046,2.18,24.0,48.0,0.098,120.4992,11.808921600000001,129.8981376,283.17793996800003
12,Stainless Steel,316L,72x144,11,0.1196,3.76,72.0,144.0,0.289,1240.0128,358.3636992,4300.3643904,16169.370107903998
32,Aluminum,6061-T6,24x48,18,0.0478,2.5,24.0,48.0,0.098,55.0656,5.396428800000001,172.68572160000002,431.7143040000001
47,Hot Rolled Steel,A1011,48x144,21,0.0329,0.61,48.0,144.0,0.284,227.4048,64.5829632,3035.3992703999998,1851.5935549439998
49,Cold Rolled Steel,A1008,60x120,18,0.0478,0.65,60.0,120.0,0.284,344.16,97.74144,4789.330559999999,3113.064864
22,Hot Rolled Steel,A1011,36x96,16,0.0595,0.85,36.0,96.0,0.284,205.632,58.399488,1284.788736,1092.0704256
30,Aluminum,6061-T6,36x72,29,0.0135,2.67,36.0,72.0,0.098,34.992,3.429216,102.87648,274.6802016
35,Stainless Steel,304 #4 Finish,36x120,20,0.0359,3.98,36.0,120.0,0.289,155.088,44.820432,1568.7151199999998,6243.4861776
2,Hot Rolled Steel,A36,36x120,16,0.0595,0.85,36.0,120.0,0.284,257.03999999999996,72.99935999999998,145.99871999999996,124.09891199999997
3,Brass,C260,48x144,25,0.0209,4.93,48.0,144.0,0.307,144.46079999999998,44.349465599999995,133.04839679999998,655.9285962239999
30,Aluminum,3003-H14,60x144,10,0.1345,2.25,60.0,144.0,0.098,1162.0800000000002,113.88384000000002,3416.5152000000007,7687.159200000002
17,Copper,C122,48x144,14,0.0747,5.68,48.0,144.0,0.321,516.3264,165.74077440000002,2817.5931648000005,16003.929176064003
10,Hot Rolled Steel,A1011,60x144,17,0.056,0.75,60.0,144.0,0.284,483.84000000000003,137.41056,1374.1056,1030.5792000000001
46,Galvanized Steel,G60,48x72,16,0.0595,0.79,48.0,72.0,0.284,205.632,58.399488,2686.376448,2122.23739392
21,Copper,C110,60x144,18,0.0478,4.9,60.0,144.0,0.321,412.992,132.570432,2783.979072,13641.497452800002
41,Aluminum,3003-H14,48x72,17,0.056,3.06,48.0,72.0,0.098,193.536,18.966528,777.627648,2379.5406028800003
12,Brass,C260,36x120,11,0.1196,4.32,36.0,120.0,0.307,516.672,158.618304,1903.419648,8222.77287936
30,Cold Rolled Steel,A1008,60x120,21,0.0329,0.8,60.0,120.0,0.284,236.88,67.27391999999999,2018.2175999999997,1614.5740799999999
36,Hot Rolled Steel,A1011,36x96,12,0.1046,0.67,36.0,96.0,0.284,361.4976,102.66531839999999,3695.9514623999994,2476.2874798079997
3,Aluminum,6061-T6,48x120,24,0.0239,3.07,48.0,120.0,0.098,137.66400000000002,13.491072000000003,40.47321600000001,124.25277312000001
49,Galvanized Steel,G90,48x120,17,0.056,0.85,48.0,120.0,0.284,322.56,91.60704,4488.74496,3815.433216
37,Aluminized Steel,Type 2,60x120,24,0.0239,1.13,60.0,120.0,0.284,172.08,48.87072,1808.2166399999999,2043.2848031999997
37,Brass,C360,24x48,10,0.1345,3.76,24.0,48.0,0.307,154.94400000000002,47.56780800000001,1760.0088960000003,6617.63344896
20,Stainless Steel,304 2B,72x144,24,0.0239,3.33,72.0,144.0,0.289,247.79520000000002,71.6128128,1432.2562560000001,4769.4133324800005
32,Brass,C360,48x72,28,0.0149,3.9,48.0,72.0,0.307,51.4944,15.8087808,505.8809856,1972.93584384
44,Aluminized Steel,Type 1,48x144,18,0.0478,0.97,48.0,144.0,0.284,330.3936,93.8317824,4128.5984256,4004.7404728320003
36,Galvanized Steel,G90,48x144,19,0.0418,0.87,48.0,144.0,0.284,288.92159999999996,82.05373439999998,2953.934438399999,2569.922961407999
11,Hot Rolled Steel,A1011,48x96,21,0.0329,0.84,48.0,96.0,0.284,151.6032,43.05530879999999,473.6083967999999,397.83105331199994
42,Aluminum,5052-H32,24x48,20,0.0359,3.24,24.0,48.0,0.098,41.3568,4.0529664,170.2245888,551.527667712
47,Brass,C260,24x48,10,0.1345,5.14,24.0,48.0,0.307,154.94400000000002,47.56780800000001,2235.6869760000004,11491.431056640002
34,Copper,C122,48x72,18,0.0478,5.9,48.0,72.0,0.321,165.1968,53.0281728,1802.9578752,10637.451463680001
19,Cold Rolled Steel,A1008,36x120,19,0.0418,0.7,36.0,120.0,0.284,180.576,51.28358399999999,974.3880959999998,682.0716671999999
18,Copper,C122,24x48,20,0.0359,5.49,24.0,48.0,0.321,41.3568,13.2755328,238.95959040000002,1311.8881512960002
11,Brass,C260,60x120,19,0.0418,4.3,60.0,120.0,0.307,300.96,92.39471999999999,1016.34192,4370.270256
48,Stainless Steel,304 #4 Finish,60x120,14,0.0747,3.23,60.0,120.0,0.289,537.84,155.43576,7460.91648,24098.7602304
39,Hot Rolled Steel,A36,60x144,24,0.0239,0.69,60.0,144.0,0.284,206.496,58.644864,2287.149696,1578.13329024
39,Cold Rolled Steel,A1008,60x120,16,0.0595,0.84,60.0,120.0,0.284,428.4,121.66559999999998,4744.9583999999995,3985.7650559999993
46,Copper,C110,24x48,17,0.056,5.48,24.0,48.0,0.321,64.512,20.708352,952.584192,5220.161372160001
43,Copper,C122,36x72,18,0.0478,5.37,36.0,72.0,0.321,123.89760000000001,39.7711296,1710.1585728,9183.551535936
13,Aluminum,6061-T6,60x120,11,0.1196,3.16,60.0,120.0,0.098,861.12,84.38976000000001,1097.06688,3466.7313408000005
40,Hot Rolled Steel,A36,36x120,18,0.0478,0.6,36.0,120.0,0.284,206.496,58.644864,2345.79456,1407.4767359999998
12,Galvanized Steel,G60,48x72,16,0.0595,0.65,48.0,72.0,0.284,205.632,58.399488,700.793856,455.51600640000004
33,Hot Rolled Steel,A36,48x144,23,0.0269,0.82,48.0,144.0,0.284,185.93280000000001,52.804915199999996,1742.5622016,1428.9010053119998
28,Hot Rolled Steel,A36,48x96,11,0.1196,0.91,48.0,96.0,0.284,551.1168,156.51717119999998,4382.4807936,3988.057522176
35,Copper,C122,60x144,27,0.0164,5.31,60.0,144.0,0.321,141.696,45.484416,1591.9545600000001,8453.2787136
25,Brass,C360,24x48,18,0.0478,4.78,24.0,48.0,0.307,55.0656,16.9051392,422.62848,2020.1641344000002
21,Stainless Steel,304 2B,24x48,11,0.1196,2.96,24.0,48.0,0.289,137.7792,39.8181888,836.1819648000001,2475.098615808
35,Stainless Steel,304 2B,36x72,12,0.1046,3.58,36.0,72.0,0.289,271.1232,78.35460479999999,2742.4111679999996,9817.831981439998
43,Cold Rolled Steel,A1008,72x144,24,0.0239,0.65,72.0,144.0,0.284,247.79520000000002,70.3738368,3026.0749824000004,1966.9487385600003
28,Cold Rolled Steel,A366,36x96,19,0.0418,0.6,36.0,96.0,0.284,144.46079999999998,41.02686719999999,1148.7522815999998,689.2513689599999
32,Stainless Steel,304 2B,60x120,12,0.1046,3.69,60.0,120.0,0.289,753.12,217.65168,6964.85376,25700.3103744
11,Copper,C122,72x144,17,0.056,4.71,72.0,144.0,0.321,580.6080000000001,186.37516800000003,2050.1268480000003,9656.097454080002
15,Brass,C360,48x144,27,0.0164,4.71,48.0,144.0,0.307,113.3568,34.8005376,522.008064,2458.6579814399997
20,Galvanized Steel,G60,36x96,21,0.0329,1.02,36.0,96.0,0.284,113.7024,32.2914816,645.829632,658.7462246399999
10,Copper,C122,36x120,12,0.1046,5.97,36.0,120.0,0.321,451.872,145.050912,1450.5091200000002,8659.5394464
1,Aluminized Steel,Type 1,36x72,29,0.0135,1.12,36.0,72.0,0.284,34.992,9.937727999999998,9.937727999999998,11.13025536
6,Galvanized Steel,G90,36x120,26,0.0179,0.78,36.0,120.0,0.284,77.328,21.961152,131.766912,102.77819136
37,Cold Rolled Steel,A366,48x144,16,0.0595,0.62,48.0,144.0,0.284,411.264,116.798976,4321.562112,2679.36850944
37,Galvanized Steel,G60,48x144,18,0.0478,0.99,48.0,144.0,0.284,330.3936,93.8317824,3471.7759487999997,3437.0581893119997
19,Stainless Steel,304 2B,36x120,21,0.0329,3.71,36.0,120.0,0.289,142.128,41.074991999999995,780.4248479999999,2895.3761860799996
2,Hot Rolled Steel,A36,48x144,28,0.0149,0.58,48.0,144.0,0.284,102.9888,29.248819199999996,58.49763839999999,33.92863027199999
8,Stainless Steel,304 2B,48x72,19,0.0418,2.81,48.0,72.0,0.289,144.46079999999998,41.74917119999999,333.99336959999994,938.5213685759999
41,Stainless Steel,304 2B,60x120,22,0.0299,2.96,60.0,120.0,0.289,215.28,62.21592,2550.85272,7550.524051199999
22,Stainless Steel,316L,48x96,27,0.0164,3.93,48.0,96.0,0.289,75.5712,21.8400768,480.4816896,1888.293040128
8,Aluminum,5052-H32,36x96,24,0.0239,3.0,36.0,96.0,0.098,82.5984,8.0946432,64.7571456,194.2714368
48,Aluminum,5052-H32,36x72,22,0.0299,1.9,36.0,72.0,0.098,77.5008,7.5950784,364.56376320000004,692.6711500800001
