Quantity,Material,Grade,Stock Length (in),Cost per Stock Length (USD),Weight (lbs/ft),Total Length (ft),Total Weight (lb),Cost Per lb (USD),Total Cost
11,W10x22 Wide Flange Beam,ASTM A36,240,450,22.0,220.0,4840.0,1.0227272727272727,4950
28,C4x7.5 Channel,ASTM A500 Grade B,480,300,7.5,1120.0,8400.0,1.0,8400
46,L6x6x1/2 Angle,ASTM A572 Grade 60,480,320,6.0,1840.0,11040.0,1.3333333333333333,14720
34,C4x7.5 Channel,ASTM A588,120,90,7.5,340.0,2550.0,1.2,3060
24,C8x18 Channel,ASTM A500 Grade B,120,110,18.0,240.0,4320.0,0.6111111111111112,2640
8,L6x6x1/2 Angle,ASTM A500 Grade B,480,320,6.0,320.0,1920.0,1.3333333333333333,2560
12,W10x30 Wide Flange Beam,ASTM A992,480,1400,30.0,480.0,14400.0,1.1666666666666667,16800
25,L8x8x3/8 Angle,ASTM A572 Grade 50,480,380,8.0,1000.0,8000.0,1.1875,9500
42,L6x6x1/2 Angle,ASTM A992,120,80,6.0,420.0,2520.0,1.3333333333333333,3360
48,W8x18 Wide Flange Beam,ASTM A572 Grade 60,240,350,18.0,960.0,17280.0,0.9722222222222222,16800
20,L3x3x1/4 Angle,ASTM A572 Grade 50,240,80,3.0,400.0,1200.0,1.3333333333333333,1600
40,W14x30 Wide Flange Beam,ASTM A709 Grade 50,480,1200,30.0,1600.0,48000.0,1.0,48000
41,L6x6x1/2 Angle,ASTM A992,240,160,6.0,820.0,4920.0,1.3333333333333333,6560
43,C8x11.5 Channel,ASTM A500 Grade B,120,120,11.5,430.0,4945.0,1.0434782608695652,5160
14,HSS4x4x1/4 Hollow Structural Section,ASTM A992,120,150,4.0,140.0,560.0,3.75,2100
47,W6x12 Wide Flange Beam,ASTM A588,240,320,12.0,940.0,11280.0,1.3333333333333333,15040
15,C8x11.5 Channel,ASTM A36,120,120,11.5,150.0,1725.0,1.0434782608695652,1800
49,W10x22 Wide Flange Beam,ASTM A36,480,800,22.0,1960.0,43120.0,0.9090909090909091,39200
35,L3x3x1/4 Angle,ASTM A992,120,40,3.0,350.0,1050.0,1.3333333333333333,1400
36,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,720.0,4320.0,3.1666666666666665,13680
3,W10x22 Wide Flange Beam,ASTM A500 Grade C,480,800,22.0,120.0,2640.0,0.9090909090909091,2400
3,W10x22 Wide Flange Beam,ASTM A572 Grade 60,480,800,22.0,120.0,2640.0,0.9090909090909091,2400
48,W10x30 Wide Flange Beam,ASTM A36,120,400,30.0,480.0,14400.0,1.3333333333333333,19200
50,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,240,550,8.0,1000.0,8000.0,3.4375,27500
20,L4x4x1/4 Angle,ASTM A36,240,120,4.0,400.0,1600.0,1.5,2400
50,L3x3x1/4 Angle,ASTM A500 Grade B,120,40,3.0,500.0,1500.0,1.3333333333333333,2000
19,W10x22 Wide Flange Beam,ASTM A572 Grade 60,240,450,22.0,380.0,8360.0,1.0227272727272727,8550
48,W8x18 Wide Flange Beam,ASTM A572 Grade 60,480,650,18.0,1920.0,34560.0,0.9027777777777778,31200
34,C8x11.5 Channel,ASTM A36,480,400,11.5,1360.0,15640.0,0.8695652173913043,13600
41,L4x4x1/4 Angle,ASTM A588,120,60,4.0,410.0,1640.0,1.5,2460
31,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,1240.0,24800.0,0.475,11780
7,L8x8x3/8 Angle,ASTM A572 Grade 50,120,100,8.0,70.0,560.0,1.25,700
8,HSS8x8x1/2 Hollow Structural Section,ASTM A36,240,550,8.0,160.0,1280.0,3.4375,4400
9,HSS8x8x1/2 Hollow Structural Section,ASTM A36,120,300,8.0,90.0,720.0,3.75,2700
25,W6x12 Wide Flange Beam,ASTM A500 Grade B,480,600,12.0,1000.0,12000.0,1.25,15000
37,L6x6x1/2 Angle,ASTM A588,240,160,6.0,740.0,4440.0,1.3333333333333333,5920
32,L6x6x1/2 Angle,ASTM A572 Grade 50,240,160,6.0,640.0,3840.0,1.3333333333333333,5120
22,W6x12 Wide Flange Beam,ASTM A572 Grade 60,120,180,12.0,220.0,2640.0,1.5,3960
28,C4x7.5 Channel,ASTM A500 Grade C,120,90,7.5,280.0,2100.0,1.2,2520
45,HSS5x5x1/4 Hollow Structural Section,ASTM A992,120,180,5.0,450.0,2250.0,3.6,8100
5,L8x8x3/8 Angle,ASTM A709 Grade 50,120,100,8.0,50.0,400.0,1.25,500
35,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 50,120,180,5.0,350.0,1750.0,3.6,6300
30,W12x50 Wide Flange Beam,ASTM A572 Grade 50,240,650,50.0,600.0,30000.0,0.65,19500
45,W6x12 Wide Flange Beam,ASTM A588,480,600,12.0,1800.0,21600.0,1.25,27000
18,L6x6x1/2 Angle,ASTM A500 Grade C,120,80,6.0,180.0,1080.0,1.3333333333333333,1440
39,W12x50 Wide Flange Beam,ASTM A572 Grade 50,120,350,50.0,390.0,19500.0,0.7,13650
32,C8x18 Channel,ASTM A588,120,110,18.0,320.0,5760.0,0.6111111111111112,3520
21,W10x22 Wide Flange Beam,ASTM A588,240,450,22.0,420.0,9240.0,1.0227272727272727,9450
34,L3x3x1/4 Angle,ASTM A500 Grade C,120,40,3.0,340.0,1020.0,1.3333333333333333,1360
8,C10x15.3 Channel,ASTM A992,120,150,15.3,80.0,1224.0,0.9803921568627451,1200
14,HSS8x8x1/2 Hollow Structural Section,ASTM A36,120,300,8.0,140.0,1120.0,3.75,4200
34,W12x50 Wide Flange Beam,ASTM A572 Grade 60,480,1200,50.0,1360.0,68000.0,0.6,40800
41,W14x30 Wide Flange Beam,ASTM A500 Grade C,120,350,30.0,410.0,12300.0,1.1666666666666667,14350
34,L3x3x1/4 Angle,ASTM A36,480,160,3.0,1360.0,4080.0,1.3333333333333333,5440
46,C8x11.5 Channel,ASTM A500 Grade B,240,220,11.5,920.0,10580.0,0.9565217391304348,10120
9,W10x30 Wide Flange Beam,ASTM A709 Grade 50,120,400,30.0,90.0,2700.0,1.3333333333333333,3600
35,HSS6x6x3/8 Hollow Structural Section,ASTM A36,120,200,6.0,350.0,2100.0,3.3333333333333335,7000
14,C10x25 Channel,ASTM A572 Grade 50,240,250,25.0,280.0,7000.0,0.5,3500
50,C8x18 Channel,ASTM A572 Grade 50,480,400,18.0,2000.0,36000.0,0.5555555555555556,20000
11,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,240,280,4.0,220.0,880.0,3.5,3080
34,W14x30 Wide Flange Beam,ASTM A500 Grade B,240,650,30.0,680.0,20400.0,1.0833333333333333,22100
10,C10x25 Channel,ASTM A992,480,470,25.0,400.0,10000.0,0.47,4700
43,L4x4x1/4 Angle,ASTM A500 Grade B,480,240,4.0,1720.0,6880.0,1.5,10320
12,L4x4x1/4 Angle,ASTM A572 Grade 60,480,240,4.0,480.0,1920.0,1.5,2880
4,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,120,150,4.0,40.0,160.0,3.75,600
48,L4x4x1/4 Angle,ASTM A36,480,240,4.0,1920.0,7680.0,1.5,11520
22,W6x12 Wide Flange Beam,ASTM A572 Grade 50,120,180,12.0,220.0,2640.0,1.5,3960
21,L3x3x1/4 Angle,ASTM A992,480,160,3.0,840.0,2520.0,1.3333333333333333,3360
45,C12x20 Channel,ASTM A572 Grade 50,240,200,20.0,900.0,18000.0,0.5,9000
38,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,480,720,6.0,1520.0,9120.0,3.0,27360
45,C8x18 Channel,ASTM A588,120,110,18.0,450.0,8100.0,0.6111111111111112,4950
41,C8x11.5 Channel,ASTM A588,240,220,11.5,820.0,9430.0,0.9565217391304348,9020
9,W10x30 Wide Flange Beam,ASTM A572 Grade 50,120,400,30.0,90.0,2700.0,1.3333333333333333,3600
50,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,480,720,6.0,2000.0,12000.0,3.0,36000
29,L8x8x3/8 Angle,ASTM A572 Grade 60,120,100,8.0,290.0,2320.0,1.25,2900
15,C10x25 Channel,ASTM A500 Grade B,120,130,25.0,150.0,3750.0,0.52,1950
1,L6x6x1/2 Angle,ASTM A572 Grade 60,480,320,6.0,40.0,240.0,1.3333333333333333,320
25,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,240,280,4.0,500.0,2000.0,3.5,7000
8,L6x6x1/2 Angle,ASTM A572 Grade 60,240,160,6.0,160.0,960.0,1.3333333333333333,1280
34,C8x11.5 Channel,ASTM A36,480,400,11.5,1360.0,15640.0,0.8695652173913043,13600
33,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,120,300,8.0,330.0,2640.0,3.75,9900
15,C10x25 Channel,ASTM A572 Grade 60,480,470,25.0,600.0,15000.0,0.47,7050
9,C12x20 Channel,ASTM A500 Grade B,480,380,20.0,360.0,7200.0,0.475,3420
9,W6x12 Wide Flange Beam,ASTM A36,240,320,12.0,180.0,2160.0,1.3333333333333333,2880
27,HSS6x6x3/8 Hollow Structural Section,ASTM A588,240,380,6.0,540.0,3240.0,3.1666666666666665,10260
8,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,320.0,6400.0,0.475,3040
42,W12x50 Wide Flange Beam,ASTM A572 Grade 60,240,650,50.0,840.0,42000.0,0.65,27300
50,L8x8x3/8 Angle,ASTM A572 Grade 60,120,100,8.0,500.0,4000.0,1.25,5000
47,C8x18 Channel,ASTM A709 Grade 50,480,400,18.0,1880.0,33840.0,0.5555555555555556,18800
17,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,240,550,8.0,340.0,2720.0,3.4375,9350
48,L3x3x1/4 Angle,ASTM A709 Grade 50,480,160,3.0,1920.0,5760.0,1.3333333333333333,7680
31,C10x15.3 Channel,ASTM A588,120,150,15.3,310.0,4743.0,0.9803921568627451,4650
11,W10x22 Wide Flange Beam,ASTM A500 Grade B,480,800,22.0,440.0,9680.0,0.9090909090909091,8800
2,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,240,280,4.0,40.0,160.0,3.5,560
35,L4x4x1/4 Angle,ASTM A500 Grade B,480,240,4.0,1400.0,5600.0,1.5,8400
47,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,240,550,8.0,940.0,7520.0,3.4375,25850
14,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 60,120,300,8.0,140.0,1120.0,3.75,4200
22,L3x3x1/4 Angle,ASTM A992,120,40,3.0,220.0,660.0,1.3333333333333333,880
22,W14x30 Wide Flange Beam,ASTM A500 Grade B,120,350,30.0,220.0,6600.0,1.1666666666666667,7700
30,C10x25 Channel,ASTM A992,120,130,25.0,300.0,7500.0,0.52,3900
12,W14x30 Wide Flange Beam,ASTM A36,480,1200,30.0,480.0,14400.0,1.0,14400
28,C8x11.5 Channel,ASTM A588,120,120,11.5,280.0,3220.0,1.0434782608695652,3360
50,C8x11.5 Channel,ASTM A992,480,400,11.5,2000.0,23000.0,0.8695652173913043,20000
33,L8x8x3/8 Angle,ASTM A572 Grade 60,120,100,8.0,330.0,2640.0,1.25,3300
48,L8x8x3/8 Angle,ASTM A500 Grade C,480,380,8.0,1920.0,15360.0,1.1875,18240
41,C12x20 Channel,ASTM A992,240,200,20.0,820.0,16400.0,0.5,8200
7,W14x30 Wide Flange Beam,ASTM A572 Grade 50,240,650,30.0,140.0,4200.0,1.0833333333333333,4550
28,L8x8x3/8 Angle,ASTM A588,240,190,8.0,560.0,4480.0,1.1875,5320
18,HSS8x8x1/2 Hollow Structural Section,ASTM A992,480,1000,8.0,720.0,5760.0,3.125,18000
34,C12x20 Channel,ASTM A500 Grade B,240,200,20.0,680.0,13600.0,0.5,6800
7,L8x8x3/8 Angle,ASTM A588,120,100,8.0,70.0,560.0,1.25,700
47,C8x11.5 Channel,ASTM A709 Grade 50,480,400,11.5,1880.0,21620.0,0.8695652173913043,18800
14,W8x18 Wide Flange Beam,ASTM A588,120,200,18.0,140.0,2520.0,1.1111111111111112,2800
18,C10x25 Channel,ASTM A709 Grade 50,240,250,25.0,360.0,9000.0,0.5,4500
5,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 50,480,540,4.0,200.0,800.0,3.375,2700
36,W10x22 Wide Flange Beam,ASTM A572 Grade 60,120,250,22.0,360.0,7920.0,1.1363636363636365,9000
44,L6x6x1/2 Angle,ASTM A992,480,320,6.0,1760.0,10560.0,1.3333333333333333,14080
28,C8x11.5 Channel,ASTM A588,240,220,11.5,560.0,6440.0,0.9565217391304348,6160
7,HSS4x4x1/4 Hollow Structural Section,ASTM A588,240,280,4.0,140.0,560.0,3.5,1960
28,HSS4x4x1/4 Hollow Structural Section,ASTM A992,480,540,4.0,1120.0,4480.0,3.375,15120
20,W6x12 Wide Flange Beam,ASTM A588,480,600,12.0,800.0,9600.0,1.25,12000
34,L8x8x3/8 Angle,ASTM A588,480,380,8.0,1360.0,10880.0,1.1875,12920
36,W14x30 Wide Flange Beam,ASTM A500 Grade C,240,650,30.0,720.0,21600.0,1.0833333333333333,23400
28,C8x11.5 Channel,ASTM A500 Grade B,240,220,11.5,560.0,6440.0,0.9565217391304348,6160
2,C8x18 Channel,ASTM A572 Grade 60,480,400,18.0,80.0,1440.0,0.5555555555555556,800
50,W14x30 Wide Flange Beam,ASTM A500 Grade B,480,1200,30.0,2000.0,60000.0,1.0,60000
43,HSS4x4x1/4 Hollow Structural Section,ASTM A572 Grade 60,240,280,4.0,860.0,3440.0,3.5,12040
37,C8x18 Channel,ASTM A992,120,110,18.0,370.0,6660.0,0.6111111111111112,4070
45,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,1800.0,36000.0,0.475,17100
14,W8x18 Wide Flange Beam,ASTM A588,120,200,18.0,140.0,2520.0,1.1111111111111112,2800
38,HSS6x6x3/8 Hollow Structural Section,ASTM A36,120,200,6.0,380.0,2280.0,3.3333333333333335,7600
1,C12x20 Channel,ASTM A500 Grade C,240,200,20.0,20.0,400.0,0.5,200
20,HSS6x6x3/8 Hollow Structural Section,ASTM A709 Grade 50,480,720,6.0,800.0,4800.0,3.0,14400
49,C8x11.5 Channel,ASTM A36,120,120,11.5,490.0,5635.0,1.0434782608695652,5880
16,C10x15.3 Channel,ASTM A500 Grade C,480,500,15.3,640.0,9792.0,0.8169934640522876,8000
16,W10x22 Wide Flange Beam,ASTM A572 Grade 60,480,800,22.0,640.0,14080.0,0.9090909090909091,12800
45,W10x30 Wide Flange Beam,ASTM A500 Grade C,480,1400,30.0,1800.0,54000.0,1.1666666666666667,63000
2,L8x8x3/8 Angle,ASTM A500 Grade B,120,100,8.0,20.0,160.0,1.25,200
27,HSS8x8x1/2 Hollow Structural Section,ASTM A992,480,1000,8.0,1080.0,8640.0,3.125,27000
48,W12x50 Wide Flange Beam,ASTM A572 Grade 60,240,650,50.0,960.0,48000.0,0.65,31200
32,C4x7.5 Channel,ASTM A709 Grade 50,240,160,7.5,640.0,4800.0,1.0666666666666667,5120
18,W10x22 Wide Flange Beam,ASTM A572 Grade 50,480,800,22.0,720.0,15840.0,0.9090909090909091,14400
10,C4x7.5 Channel,ASTM A572 Grade 60,480,300,7.5,400.0,3000.0,1.0,3000
5,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,240,550,8.0,100.0,800.0,3.4375,2750
14,C8x11.5 Channel,ASTM A588,480,400,11.5,560.0,6440.0,0.8695652173913043,5600
27,W12x50 Wide Flange Beam,ASTM A709 Grade 50,120,350,50.0,270.0,13500.0,0.7,9450
21,C12x20 Channel,ASTM A572 Grade 50,120,100,20.0,210.0,4200.0,0.5,2100
38,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,120,300,8.0,380.0,3040.0,3.75,11400
14,HSS8x8x1/2 Hollow Structural Section,ASTM A588,240,550,8.0,280.0,2240.0,3.4375,7700
14,W8x18 Wide Flange Beam,ASTM A572 Grade 60,120,200,18.0,140.0,2520.0,1.1111111111111112,2800
7,W8x18 Wide Flange Beam,ASTM A572 Grade 60,240,350,18.0,140.0,2520.0,0.9722222222222222,2450
41,C8x11.5 Channel,ASTM A500 Grade B,240,220,11.5,820.0,9430.0,0.9565217391304348,9020
29,C12x20 Channel,ASTM A36,120,100,20.0,290.0,5800.0,0.5,2900
33,HSS8x8x1/2 Hollow Structural Section,ASTM A992,480,1000,8.0,1320.0,10560.0,3.125,33000
46,HSS5x5x1/4 Hollow Structural Section,ASTM A36,480,650,5.0,1840.0,9200.0,3.25,29900
19,W12x50 Wide Flange Beam,ASTM A572 Grade 60,480,1200,50.0,760.0,38000.0,0.6,22800
31,W6x12 Wide Flange Beam,ASTM A588,120,180,12.0,310.0,3720.0,1.5,5580
14,L4x4x1/4 Angle,ASTM A572 Grade 60,480,240,4.0,560.0,2240.0,1.5,3360
32,L4x4x1/4 Angle,ASTM A709 Grade 50,480,240,4.0,1280.0,5120.0,1.5,7680
10,C10x15.3 Channel,ASTM A36,120,150,15.3,100.0,1530.0,0.9803921568627451,1500
13,C12x20 Channel,ASTM A588,240,200,20.0,260.0,5200.0,0.5,2600
12,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,240,380,6.0,240.0,1440.0,3.1666666666666665,4560
35,C10x25 Channel,ASTM A572 Grade 60,480,470,25.0,1400.0,35000.0,0.47,16450
38,W10x22 Wide Flange Beam,ASTM A588,480,800,22.0,1520.0,33440.0,0.9090909090909091,30400
42,W10x22 Wide Flange Beam,ASTM A36,480,800,22.0,1680.0,36960.0,0.9090909090909091,33600
10,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,200.0,10000.0,0.65,6500
22,HSS5x5x1/4 Hollow Structural Section,ASTM A709 Grade 50,240,350,5.0,440.0,2200.0,3.5,7700
49,C8x18 Channel,ASTM A588,480,400,18.0,1960.0,35280.0,0.5555555555555556,19600
15,C8x11.5 Channel,ASTM A992,120,120,11.5,150.0,1725.0,1.0434782608695652,1800
44,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,480,650,5.0,1760.0,8800.0,3.25,28600
16,HSS5x5x1/4 Hollow Structural Section,ASTM A992,120,180,5.0,160.0,800.0,3.6,2880
46,C4x7.5 Channel,ASTM A500 Grade B,240,160,7.5,920.0,6900.0,1.0666666666666667,7360
40,L6x6x1/2 Angle,ASTM A36,480,320,6.0,1600.0,9600.0,1.3333333333333333,12800
23,C10x25 Channel,ASTM A500 Grade B,240,250,25.0,460.0,11500.0,0.5,5750
29,W6x12 Wide Flange Beam,ASTM A572 Grade 60,120,180,12.0,290.0,3480.0,1.5,5220
11,L8x8x3/8 Angle,ASTM A992,120,100,8.0,110.0,880.0,1.25,1100
34,C10x15.3 Channel,ASTM A36,120,150,15.3,340.0,5202.0,0.9803921568627451,5100
2,L6x6x1/2 Angle,ASTM A588,120,80,6.0,20.0,120.0,1.3333333333333333,160
48,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 50,120,200,6.0,480.0,2880.0,3.3333333333333335,9600
25,C12x20 Channel,ASTM A709 Grade 50,240,200,20.0,500.0,10000.0,0.5,5000
39,C8x18 Channel,ASTM A709 Grade 50,120,110,18.0,390.0,7020.0,0.6111111111111112,4290
3,L4x4x1/4 Angle,ASTM A572 Grade 60,240,120,4.0,60.0,240.0,1.5,360
46,W10x30 Wide Flange Beam,ASTM A500 Grade C,120,400,30.0,460.0,13800.0,1.3333333333333333,18400
35,W10x22 Wide Flange Beam,ASTM A992,120,250,22.0,350.0,7700.0,1.1363636363636365,8750
44,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade C,480,1000,8.0,1760.0,14080.0,3.125,44000
50,HSS5x5x1/4 Hollow Structural Section,ASTM A36,240,350,5.0,1000.0,5000.0,3.5,17500
48,C8x18 Channel,ASTM A36,480,400,18.0,1920.0,34560.0,0.5555555555555556,19200
49,C8x11.5 Channel,ASTM A500 Grade C,240,220,11.5,980.0,11270.0,0.9565217391304348,10780
18,W14x30 Wide Flange Beam,ASTM A572 Grade 60,240,650,30.0,360.0,10800.0,1.0833333333333333,11700
50,C10x15.3 Channel,ASTM A588,120,150,15.3,500.0,7650.0,0.9803921568627451,7500
15,HSS6x6x3/8 Hollow Structural Section,ASTM A572 Grade 60,240,380,6.0,300.0,1800.0,3.1666666666666665,5700
38,L8x8x3/8 Angle,ASTM A992,480,380,8.0,1520.0,12160.0,1.1875,14440
30,L3x3x1/4 Angle,ASTM A992,240,80,3.0,600.0,1800.0,1.3333333333333333,2400
24,HSS4x4x1/4 Hollow Structural Section,ASTM A500 Grade C,480,540,4.0,960.0,3840.0,3.375,12960
4,W10x30 Wide Flange Beam,ASTM A572 Grade 60,240,750,30.0,80.0,2400.0,1.25,3000
31,W6x12 Wide Flange Beam,ASTM A500 Grade C,120,180,12.0,310.0,3720.0,1.5,5580
50,C10x25 Channel,ASTM A36,480,470,25.0,2000.0,50000.0,0.47,23500
26,L4x4x1/4 Angle,ASTM A588,240,120,4.0,520.0,2080.0,1.5,3120
14,HSS4x4x1/4 Hollow Structural Section,ASTM A992,120,150,4.0,140.0,560.0,3.75,2100
35,W8x18 Wide Flange Beam,ASTM A500 Grade C,480,650,18.0,1400.0,25200.0,0.9027777777777778,22750
19,C10x25 Channel,ASTM A500 Grade C,120,130,25.0,190.0,4750.0,0.52,2470
13,C8x18 Channel,ASTM A572 Grade 50,480,400,18.0,520.0,9360.0,0.5555555555555556,5200
18,W10x30 Wide Flange Beam,ASTM A500 Grade C,240,750,30.0,360.0,10800.0,1.25,13500
36,C10x25 Channel,ASTM A709 Grade 50,120,130,25.0,360.0,9000.0,0.52,4680
36,L3x3x1/4 Angle,ASTM A588,480,160,3.0,1440.0,4320.0,1.3333333333333333,5760
24,W8x18 Wide Flange Beam,ASTM A709 Grade 50,240,350,18.0,480.0,8640.0,0.9722222222222222,8400
27,HSS8x8x1/2 Hollow Structural Section,ASTM A572 Grade 50,120,300,8.0,270.0,2160.0,3.75,8100
44,L8x8x3/8 Angle,ASTM A500 Grade C,240,190,8.0,880.0,7040.0,1.1875,8360
12,C10x15.3 Channel,ASTM A36,120,150,15.3,120.0,1836.0,0.9803921568627451,1800
47,W14x30 Wide Flange Beam,ASTM A36,240,650,30.0,940.0,28200.0,1.0833333333333333,30550
22,W10x22 Wide Flange Beam,ASTM A709 Grade 50,240,450,22.0,440.0,9680.0,1.0227272727272727,9900
23,L4x4x1/4 Angle,ASTM A572 Grade 50,240,120,4.0,460.0,1840.0,1.5,2760
8,W6x12 Wide Flange Beam,ASTM A992,480,600,12.0,320.0,3840.0,1.25,4800
26,C8x11.5 Channel,ASTM A709 Grade 50,120,120,11.5,260.0,2990.0,1.0434782608695652,3120
5,C10x25 Channel,ASTM A500 Grade B,240,250,25.0,100.0,2500.0,0.5,1250
21,L6x6x1/2 Angle,ASTM A572 Grade 60,240,160,6.0,420.0,2520.0,1.3333333333333333,3360
35,W10x30 Wide Flange Beam,ASTM A500 Grade B,120,400,30.0,350.0,10500.0,1.3333333333333333,14000
6,C8x11.5 Channel,ASTM A709 Grade 50,480,400,11.5,240.0,2760.0,0.8695652173913043,2400
7,W12x50 Wide Flange Beam,ASTM A36,240,650,50.0,140.0,7000.0,0.65,4550
34,C8x18 Channel,ASTM A500 Grade C,240,210,18.0,680.0,12240.0,0.5833333333333334,7140
6,C8x11.5 Channel,ASTM A992,120,120,11.5,60.0,690.0,1.0434782608695652,720
37,HSS8x8x1/2 Hollow Structural Section,ASTM A500 Grade B,120,300,8.0,370.0,2960.0,3.75,11100
35,W10x30 Wide Flange Beam,ASTM A992,240,750,30.0,700.0,21000.0,1.25,26250
35,HSS5x5x1/4 Hollow Structural Section,ASTM A572 Grade 50,120,180,5.0,350.0,1750.0,3.6,6300
21,C10x15.3 Channel,ASTM A572 Grade 60,240,270,15.3,420.0,6426.0,0.8823529411764706,5670
38,W14x30 Wide Flange Beam,ASTM A588,120,350,30.0,380.0,11400.0,1.1666666666666667,13300
21,C8x11.5 Channel,ASTM A992,240,220,11.5,420.0,4830.0,0.9565217391304348,4620
23,C10x15.3 Channel,ASTM A36,240,270,15.3,460.0,7038.0,0.8823529411764706,6210
34,W10x30 Wide Flange Beam,ASTM A588,240,750,30.0,680.0,20400.0,1.25,25500
40,L6x6x1/2 Angle,ASTM A992,120,80,6.0,400.0,2400.0,1.3333333333333333,3200
8,W8x18 Wide Flange Beam,ASTM A572 Grade 50,120,200,18.0,80.0,1440.0,1.1111111111111112,1600
24,W14x30 Wide Flange Beam,ASTM A572 Grade 60,480,1200,30.0,960.0,28800.0,1.0,28800
24,C4x7.5 Channel,ASTM A500 Grade C,240,160,7.5,480.0,3600.0,1.0666666666666667,3840
29,L3x3x1/4 Angle,ASTM A36,480,160,3.0,1160.0,3480.0,1.3333333333333333,4640
25,HSS8x8x1/2 Hollow Structural Section,ASTM A709 Grade 50,120,300,8.0,250.0,2000.0,3.75,7500
40,C8x18 Channel,ASTM A36,480,400,18.0,1600.0,28800.0,0.5555555555555556,16000
4,C8x11.5 Channel,ASTM A572 Grade 60,120,120,11.5,40.0,460.0,1.0434782608695652,480
25,C8x18 Channel,ASTM A36,480,400,18.0,1000.0,18000.0,0.5555555555555556,10000
34,L6x6x1/2 Angle,ASTM A572 Grade 50,240,160,6.0,680.0,4080.0,1.3333333333333333,5440
42,L6x6x1/2 Angle,ASTM A588,120,80,6.0,420.0,2520.0,1.3333333333333333,3360
41,C8x18 Channel,ASTM A709 Grade 50,120,110,18.0,410.0,7380.0,0.6111111111111112,4510
18,C10x25 Channel,ASTM A500 Grade B,480,470,25.0,720.0,18000.0,0.47,8460
3,W6x12 Wide Flange Beam,ASTM A500 Grade C,120,180,12.0,30.0,360.0,1.5,540
26,C10x25 Channel,ASTM A36,480,470,25.0,1040.0,26000.0,0.47,12220
13,W6x12 Wide Flange Beam,ASTM A992,240,320,12.0,260.0,3120.0,1.3333333333333333,4160
16,L6x6x1/2 Angle,ASTM A992,240,160,6.0,320.0,1920.0,1.3333333333333333,2560
13,W8x18 Wide Flange Beam,ASTM A500 Grade B,480,650,18.0,520.0,9360.0,0.9027777777777778,8450
27,L8x8x3/8 Angle,ASTM A572 Grade 60,480,380,8.0,1080.0,8640.0,1.1875,10260
28,W12x50 Wide Flange Beam,ASTM A572 Grade 60,120,350,50.0,280.0,14000.0,0.7,9800
28,L4x4x1/4 Angle,ASTM A572 Grade 50,120,60,4.0,280.0,1120.0,1.5,1680
12,C4x7.5 Channel,ASTM A992,240,160,7.5,240.0,1800.0,1.0666666666666667,1920
16,L4x4x1/4 Angle,ASTM A36,240,120,4.0,320.0,1280.0,1.5,1920
35,HSS6x6x3/8 Hollow Structural Section,ASTM A500 Grade C,480,720,6.0,1400.0,8400.0,3.0,25200
34,L8x8x3/8 Angle,ASTM A500 Grade C,240,190,8.0,680.0,5440.0,1.1875,6460
31,HSS5x5x1/4 Hollow Structural Section,ASTM A500 Grade C,240,350,5.0,620.0,3100.0,3.5,10850
36,C12x20 Channel,ASTM A572 Grade 50,480,380,20.0,1440.0,28800.0,0.475,13680
50,W14x30 Wide Flange Beam,ASTM A588,240,650,30.0,1000.0,30000.0,1.0833333333333333,32500
29,W6x12 Wide Flange Beam,ASTM A572 Grade 50,480,600,12.0,1160.0,13920.0,1.25,17400
17,W10x22 Wide Flange Beam,ASTM A709 Grade 50,120,250,22.0,170.0,3740.0,1.1363636363636365,4250
29,HSS4x4x1/4 Hollow Structural Section,ASTM A992,120,150,4.0,290.0,1160.0,3.75,4350
23,C10x15.3 Channel,ASTM A36,120,150,15.3,230.0,3519.0,0.9803921568627451,3450
29,C8x11.5 Channel,ASTM A709 Grade 50,120,120,11.5,290.0,3335.0,1.0434782608695652,3480
